id,date,price,bedrooms,bathrooms,floors,waterfront,view,condition,review_score,basement_size,built,renovation,zipcode,latitude,longitude,living_room_size,lot_size
6837959.0,01 December 2014,667000.0,3.0,1.0,1.5,0.0,0.0,excellent,6.0,0.0,1909.0,0.0,98112.0,47.6221,-122.314,1860.0,3861.0
7433036.0,24 June 2014,438000.0,3.0,1.75,1.0,0.0,0.0,fair,6.0,730.0,1948.0,0.0,98115.0,47.695,-122.304,1520.0,6235.0
7495376.0,02 March 2015,719000.0,4.0,2.5,2.0,0.0,0.0,fair,8.0,0.0,2005.0,0.0,98052.0,47.7073,-122.11,2630.0,6026.0
6983691.0,10 November 2014,580500.0,3.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,2003.0,0.0,98027.0,47.5391,-122.07,2580.0,3980.0
7780224.0,01 December 2014,280000.0,2.0,1.5,3.0,0.0,0.0,FAIR,7.0,0.0,2005.0,0.0,98133.0,47.7274,-122.357,1390.0,1756.0
7704495.0,24 June 2014,687500.0,4.0,1.75,1.5,0.0,0.0,good,8.0,820.0,1929.0,0.0,98117.0,47.6823,-122.368,1460.0,5000.0
6784139.0,10 November 2014,535000.0,3.0,1.0,1.5,0.0,0.0,good,,0.0,1929.0,0.0,98117.0,47.6889,-122.375,1570.0,5080.0
6742517.0,03 December 2014,322500.0,4.0,2.75,1.0,0.0,0.0,fair,7.0,780.0,1981.0,0.0,98058.0,47.4276,-122.157,2020.0,8720.0
7731181.0,13 June 2014,696000.0,3.0,2.5,1.5,0.0,0.0,fair,6.0,790.0,1930.0,2002.0,98115.0,47.6827,-122.31,1590.0,3264.0
7621476.0,28 May 2014,550000.0,4.0,1.0,1.0,0.0,0.0,TERRIBLE,8.0,730.0,1933.0,0.0,98052.0,47.6621,-122.132,2160.0,11467.0
7941555.0,30 December 2014,640000.0,4.0,2.0,2.0,0.0,0.0,good,7.0,0.0,1904.0,0.0,98107.0,47.6702,-122.362,1730.0,4700.0
6877104.0,13 February 2015,240000.0,4.0,1.0,1.0,0.0,0.0,poor,10.0,330.0,1969.0,0.0,98001.0,47.3341,-122.282,1290.0,7800.0
7427796.0,20 June 2014,605000.0,4.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,1996.0,0.0,98056.0,47.5301,-122.18,2620.0,11884.0
6789510.0,,625000.0,,,,0.0,0.0,,7.0,,2000.0,0.0,98074.0,47.6145,-122.027,,
7952194.0,11 Auust 2014,775000.0,4.0,2.25,1.0,0.0,0.0,fair,8.0,1620.0,1984.0,0.0,98166.0,47.445,-122.347,2410.0,30617.0
,,861990.0,5.0,2.75,2.0,,,,9.0,,2014.0,0.0,98053.0,47.6848,-122.016,3625.0,
7353187.0,28 October 2014,685000.0,3.0,1.0,2.0,0.0,0.0,FAIR,7.0,0.0,1922.0,0.0,98119.0,47.6413,-122.364,1580.0,2640.0
8008711.0,29 July 2014,309000.0,3.0,1.0,1.0,0.0,0.0,good,9.0,360.0,1959.0,0.0,98058.0,47.4485,-122.175,1340.0,8808.0
7965137.0,18 July 2014,488000.0,3.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,2003.0,0.0,98019.0,47.7443,-121.977,3050.0,9232.0
7301415.0,25 March 2015,210490.0,3.0,1.0,1.0,0.0,0.0,FAIR,7.0,0.0,1966.0,0.0,98023.0,47.3066,-122.371,1228.0,8840.0
7888708.0,,785000.0,,2.5,,,0.0,,7.0,0.0,,0.0,,,,,13685.0
7196589.0,28 April 2015,450000.0,3.0,1.75,1.0,0.0,0.0,GOOD,7.0,0.0,1953.0,0.0,98115.0,47.6796,-122.301,970.0,5100.0
7956961.0,11 March 2015,1350000.0,3.0,2.5,1.0,1.0,2.0,excellent,8.0,588.0,1953.0,0.0,98070.0,47.4041,-122.451,2680.0,72513.0
7365860.0,16 September 2014,228000.0,3.0,1.0,1.0,0.0,0.0,fair,7.0,0.0,1955.0,0.0,98148.0,47.4258,-122.322,1190.0,9364.0
7982698.0,17 February 2015,345000.0,5.0,2.5,1.0,0.0,0.0,good,8.0,1510.0,1966.0,0.0,98056.0,47.4934,-122.189,1990.0,9133.0
7805039.0,31 December 2014,600000.0,3.0,1.75,1.0,0.0,0.0,good,7.0,410.0,1950.0,0.0,98117.0,47.6808,-122.384,1410.0,4080.0
7367652.0,05 February 2015,585000.0,2.0,1.75,1.0,0.0,0.0,fair,7.0,990.0,1981.0,0.0,98117.0,47.6989,-122.369,1480.0,6738.0
7596901.0,03 March 2015,920000.0,5.0,2.25,1.5,0.0,0.0,fair,8.0,600.0,1927.0,0.0,98105.0,47.6571,-122.281,2730.0,6000.0
7878970.0,12 May 2014,885000.0,4.0,2.5,2.0,0.0,0.0,fair,10.0,0.0,1995.0,0.0,98105.0,47.6597,-122.29,1950.0,5000.0
7360951.0,19 August 2014,292500.0,4.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,2008.0,0.0,98042.0,47.3663,-122.114,2250.0,4500.0
7905513.0,07 April 2015,301000.0,3.0,2.5,2.0,0.0,0.0,fair,10.0,0.0,2003.0,0.0,98042.0,47.3663,-122.122,2690.0,4750.0
8058619.0,27 August 2014,951000.0,5.0,3.25,2.0,0.0,4.0,good,8.0,0.0,1968.0,0.0,98008.0,47.588,-122.116,2960.0,11044.0
7979272.0,23 February 2015,430000.0,4.0,3.0,2.0,0.0,0.0,fair,9.0,0.0,1991.0,0.0,98059.0,47.5059,-122.149,2270.0,8542.0
7428162.0,10 December 2014,650000.0,3.0,2.25,1.0,0.0,3.0,good,7.0,560.0,1959.0,0.0,98166.0,47.4336,-122.339,2570.0,18900.0
6938615.0,28 August 2014,289000.0,3.0,1.75,1.0,0.0,0.0,FAIR,7.0,0.0,1954.0,0.0,98148.0,47.4366,-122.335,1290.0,8750.0
,21 October 2014,505000.0,,1.75,,0.0,0.0,,7.0,,,0.0,,47.4428,,,9500.0
6771364.0,07 December 2014,549000.0,3.0,1.75,3.0,0.0,0.0,fair,,0.0,2014.0,0.0,98115.0,47.6765,-122.32,1580.0,3090.0
6877070.0,03 June 2014,425000.0,3.0,2.25,1.0,0.0,0.0,fair,8.0,550.0,1979.0,0.0,98122.0,47.6113,-122.297,1440.0,4080.0
6727436.0,20 November 2014,317625.0,3.0,2.75,1.5,0.0,0.0,excellent,,1000.0,1925.0,0.0,98144.0,47.5747,-122.304,1440.0,4000.0
7770200.0,09 September 2014,975000.0,4.0,2.5,2.0,0.0,0.0,fair,8.0,0.0,1989.0,0.0,98004.0,47.5815,-122.192,2750.0,11049.0
6890786.0,09 October 2014,287000.0,4.0,2.5,2.0,0.0,0.0,fair,5.0,0.0,2005.0,0.0,98001.0,47.3378,-122.257,2221.0,4557.0
7020715.0,25 August 2014,204000.0,3.0,1.0,1.0,0.0,0.0,good,7.0,0.0,1968.0,0.0,98042.0,47.3621,-122.11,1010.0,12635.0
7502204.0,12 June 2014,1325000.0,5.0,2.25,1.0,0.0,0.0,fair,,1600.0,1965.0,0.0,98004.0,47.6303,-122.215,3390.0,20158.0
6758081.0,12 September 2014,1040000.0,5.0,3.25,1.0,0.0,0.0,good,7.0,1700.0,1973.0,0.0,98005.0,47.6525,-122.16,3530.0,38917.0
7608314.0,05 January 2015,325000.0,3.0,2.0,1.0,0.0,0.0,good,7.0,0.0,1972.0,0.0,98034.0,47.7362,-122.179,1640.0,4745.0
7058986.0,10 June 2014,571000.0,4.0,2.0,1.5,0.0,0.0,excellent,7.0,500.0,1916.0,0.0,98125.0,47.7168,-122.287,1510.0,7807.0
7576200.0,10 July 2014,360000.0,4.0,2.5,2.0,0.0,0.0,FAIR,6.0,0.0,2005.0,0.0,98038.0,47.3608,-122.036,2420.0,5000.0
8055940.0,16 March 2015,349000.0,3.0,1.75,1.0,0.0,0.0,excellent,7.0,700.0,1965.0,0.0,98042.0,47.3511,-122.073,1940.0,50529.0
6990148.0,05 November 2014,832500.0,4.0,4.0,2.0,0.0,0.0,good,7.0,1040.0,1986.0,0.0,98075.0,47.5822,-121.987,3240.0,35020.0
6746757.0,13 October 2014,380000.0,4.0,1.75,1.0,0.0,0.0,fair,6.0,880.0,1956.0,0.0,98008.0,47.6034,-122.125,1680.0,7500.0
7125741.0,20 April 2015,480000.0,3.0,1.0,1.0,0.0,0.0,fair,7.0,0.0,1941.0,0.0,98116.0,47.5636,-122.394,890.0,5060.0
7145212.0,09 June 2014,410000.0,3.0,1.0,1.0,0.0,0.0,good,7.0,500.0,1956.0,0.0,98133.0,47.7073,-122.34,1130.0,5693.0
7997775.0,23 March 2015,720000.0,4.0,2.5,2.0,0.0,0.0,FAIR,,0.0,2002.0,0.0,98010.0,47.342,-122.025,3350.0,39750.0
,,390000.0,3.0,,,0.0,0.0,fair,7.0,,,,98038.0,,,,5363.0
7632707.0,22 December 2014,360000.0,4.0,2.5,2.0,0.0,0.0,fair,8.0,0.0,1992.0,0.0,98038.0,47.349,-122.031,1870.0,6405.0
7019359.0,,,,1.0,,,,,5.0,,1948.0,0.0,,,-122.291,1720.0,
7513315.0,28 January 2015,356000.0,3.0,1.5,1.0,0.0,0.0,fair,7.0,0.0,1964.0,0.0,98059.0,47.4811,-122.149,1850.0,8797.0
7311096.0,02 June 2014,315000.0,3.0,1.0,1.0,0.0,0.0,fair,9.0,0.0,1952.0,0.0,98125.0,47.7264,-122.31,1570.0,7203.0
6842414.0,14 November 2014,940000.0,3.0,1.5,2.0,0.0,0.0,fair,8.0,240.0,1925.0,0.0,98119.0,47.6337,-122.365,2020.0,4800.0
7723196.0,03 November 2014,305000.0,5.0,2.25,1.5,0.0,0.0,excellent,7.0,0.0,1961.0,0.0,98092.0,47.2909,-122.189,1590.0,8165.0
,,461000.0,,3.25,2.0,,0.0,,8.0,790.0,,,98056.0,,,,
7382718.0,19 May 2014,215000.0,2.0,2.25,2.0,0.0,0.0,GOOD,8.0,0.0,1979.0,0.0,98056.0,47.518,-122.194,1950.0,2025.0
7608624.0,04 September 2014,335000.0,2.0,1.75,2.0,0.0,0.0,fair,7.0,265.0,2006.0,0.0,98136.0,47.5394,-122.387,1030.0,1106.0
,,243500.0,,,,0.0,,fair,7.0,0.0,1988.0,,98023.0,47.2897,-122.372,,
7042662.0,11 March 2015,1099880.0,5.0,2.75,2.0,0.0,0.0,good,7.0,0.0,2001.0,0.0,98199.0,47.6506,-122.391,2520.0,6250.0
7118627.0,26 February 2015,,,,,0.0,0.0,,7.0,,1962.0,,,,,1350.0,10500.0
6833877.0,25 July 2014,430000.0,3.0,1.5,1.0,0.0,0.0,fair,8.0,290.0,1939.0,0.0,98117.0,47.687,-122.386,1570.0,4500.0
6833877.0,,700000.0,3.0,,,,,,7.0,290.0,1939.0,0.0,,47.687,-122.386,,4500.0
7648705.0,08 September 2014,905000.0,4.0,2.5,1.0,0.0,0.0,fair,7.0,910.0,1946.0,1991.0,98040.0,47.5873,-122.249,1950.0,6045.0
6931600.0,30 March 2015,247500.0,3.0,1.75,1.0,0.0,0.0,fair,8.0,0.0,1967.0,0.0,98032.0,47.3576,-122.277,1750.0,15616.0
7006163.0,12 September 2014,199000.0,4.0,1.5,1.0,0.0,0.0,good,,0.0,1975.0,0.0,98023.0,47.3036,-122.378,1160.0,6400.0
,,314000.0,,,1.0,0.0,,,7.0,600.0,,0.0,,47.4109,-121.958,1650.0,
7219914.0,16 May 2014,437500.0,3.0,2.5,2.0,0.0,2.0,fair,8.0,0.0,1992.0,0.0,98045.0,47.4838,-121.714,2550.0,35065.0
7358632.0,11 June 2014,850830.0,3.0,2.5,1.5,0.0,0.0,excellent,9.0,800.0,1910.0,0.0,98102.0,47.6415,-122.315,2200.0,4500.0
7480469.0,27 October 2014,555000.0,3.0,,,0.0,,,8.0,,1929.0,,,,,1610.0,
7005566.0,12 December 2014,699950.0,3.0,2.25,2.0,0.0,0.0,good,7.0,0.0,1983.0,0.0,98077.0,47.7731,-122.08,2570.0,47777.0
7496462.0,07 October 2014,1088000.0,3.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,1950.0,2010.0,98004.0,47.5814,-122.196,2370.0,8113.0
7967835.0,24 September 2014,290000.0,3.0,1.0,1.0,0.0,0.0,fair,8.0,0.0,1954.0,0.0,98058.0,47.4375,-122.184,1640.0,14910.0
7660329.0,02 April 2015,375000.0,3.0,2.5,1.0,0.0,0.0,good,7.0,880.0,1978.0,0.0,98058.0,47.4431,-122.133,2250.0,8162.0
7097216.0,23 May 2014,460000.0,3.0,1.0,1.5,0.0,0.0,good,8.0,500.0,1939.0,0.0,98117.0,47.6878,-122.38,1240.0,4005.0
7356718.0,23 July 2014,188500.0,2.0,1.75,1.0,0.0,0.0,good,6.0,0.0,1985.0,0.0,98198.0,47.3813,-122.322,1270.0,4966.0
7223841.0,05 March 2015,680000.0,4.0,2.5,2.0,0.0,0.0,good,8.0,0.0,1991.0,0.0,98077.0,47.7304,-122.082,2990.0,35001.0
7656440.0,27 August 2014,470000.0,5.0,1.75,2.0,0.0,0.0,GOOD,7.0,0.0,1942.0,0.0,98052.0,47.6417,-122.109,2500.0,9433.0
7938281.0,25 July 2014,597750.0,4.0,2.5,2.0,0.0,0.0,fair,8.0,0.0,1984.0,0.0,98027.0,47.5386,-122.053,1940.0,9636.0
6917823.0,04 March 2015,570000.0,3.0,1.75,1.0,0.0,0.0,excellent,8.0,560.0,1905.0,0.0,98103.0,47.6823,-122.349,1380.0,3536.0
7384871.0,,,,,1.0,0.0,,good,7.0,380.0,,0.0,98038.0,,,,
7861420.0,24 November 2014,329950.0,3.0,1.75,1.0,0.0,2.0,fair,8.0,1000.0,1971.0,0.0,98108.0,47.5474,-122.295,2090.0,5500.0
7340841.0,28 October 2014,480000.0,4.0,2.5,2.0,0.0,3.0,fair,,710.0,2001.0,0.0,98001.0,47.3183,-122.253,2640.0,8517.0
7764787.0,21 November 2014,740500.0,3.0,3.5,2.0,0.0,0.0,fair,9.0,1600.0,1900.0,1999.0,98117.0,47.6981,-122.368,1830.0,6350.0
8038959.0,26 June 2014,518500.0,3.0,3.5,3.0,0.0,0.0,fair,9.0,0.0,2010.0,0.0,98103.0,47.6824,-122.347,1620.0,3166.0
,,,2.0,1.0,,0.0,0.0,good,7.0,0.0,,,98178.0,,,1190.0,6780.0
7161728.0,08 January 2015,171800.0,4.0,2.0,1.0,0.0,0.0,fair,8.0,0.0,1950.0,0.0,98168.0,47.4965,-122.303,1880.0,9000.0
8054938.0,11 May 2015,535000.0,4.0,1.0,1.5,0.0,0.0,good,7.0,0.0,1925.0,0.0,98144.0,47.587,-122.294,1610.0,4040.0
7771921.0,02 January 2015,660000.0,3.0,2.5,1.0,0.0,2.0,fair,7.0,840.0,1964.0,0.0,98177.0,47.7728,-122.386,2340.0,10856.0
6857115.0,19 November 2014,391500.0,3.0,2.0,1.0,0.0,0.0,fair,8.0,0.0,1987.0,0.0,98034.0,47.7288,-122.226,1580.0,9104.0
7248700.0,06 April 2015,395000.0,2.0,1.0,1.0,0.0,0.0,fair,7.0,0.0,1953.0,0.0,98117.0,47.6999,-122.364,1710.0,6000.0
7105040.0,04 November 2014,445000.0,4.0,1.75,1.5,0.0,0.0,excellent,8.0,380.0,1924.0,0.0,98118.0,47.5299,-122.266,1850.0,4400.0
7387641.0,18 June 2014,770000.0,3.0,2.25,2.0,0.0,0.0,fair,9.0,0.0,1990.0,0.0,98052.0,47.6897,-122.098,2700.0,13992.0
7584715.0,02 March 2015,1450000.0,4.0,2.75,1.5,0.0,0.0,fair,10.0,770.0,1914.0,1992.0,98004.0,47.6141,-122.212,3060.0,11275.0
7656053.0,17 July 2014,445000.0,3.0,2.25,1.0,0.0,2.0,fair,10.0,480.0,1967.0,0.0,98178.0,47.5091,-122.244,2660.0,8712.0
6839921.0,17 July 2014,260000.0,4.0,2.25,1.0,0.0,0.0,fair,7.0,800.0,1978.0,0.0,98023.0,47.3129,-122.39,2090.0,8400.0
7040599.0,13 June 2014,822500.0,5.0,3.5,2.0,0.0,0.0,excellent,6.0,600.0,1926.0,0.0,98103.0,47.6763,-122.352,1700.0,4960.0
7562026.0,06 April 2015,430000.0,4.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,2004.0,0.0,98065.0,47.5319,-121.85,1970.0,3748.0
7076213.0,05 January 2015,212000.0,3.0,1.75,1.0,0.0,0.0,good,6.0,0.0,1986.0,0.0,98092.0,47.2761,-122.152,1420.0,7680.0
7326716.0,28 April 2015,660500.0,4.0,2.25,1.0,0.0,0.0,fair,7.0,570.0,1986.0,0.0,98027.0,47.5343,-122.054,2060.0,9793.0
7049317.0,12 June 2014,784000.0,3.0,3.5,1.5,0.0,0.0,fair,7.0,1490.0,1989.0,0.0,98052.0,47.697,-122.072,2480.0,88500.0
7711468.0,12 May 2014,453246.0,3.0,2.5,2.0,0.0,0.0,fair,7.0,620.0,2014.0,0.0,98029.0,47.5517,-121.998,1690.0,1662.0
7691569.0,26 January 2015,675000.0,4.0,3.5,3.0,0.0,0.0,fair,7.0,0.0,2005.0,0.0,98107.0,47.6734,-122.38,1540.0,2285.0
6892688.0,13 August 2014,199000.0,3.0,1.75,1.0,0.0,0.0,good,8.0,0.0,1956.0,0.0,98003.0,47.3257,-122.296,1550.0,19265.0
7737656.0,05 August 2014,220000.0,4.0,1.75,1.0,0.0,0.0,fair,8.0,1010.0,1968.0,0.0,98003.0,47.3309,-122.299,1750.0,8140.0
6957013.0,29 May 2014,452000.0,4.0,2.25,1.0,0.0,0.0,good,7.0,1250.0,1968.0,0.0,98028.0,47.7689,-122.266,1550.0,10436.0
7338769.0,07 July 2014,382500.0,2.0,1.0,1.0,0.0,0.0,fair,7.0,0.0,1981.0,0.0,98125.0,47.7135,-122.287,1060.0,5715.0
6800783.0,07 May 2014,519950.0,3.0,2.25,3.0,0.0,0.0,fair,6.0,0.0,2014.0,0.0,98107.0,47.6722,-122.381,1350.0,1310.0
6792226.0,27 June 2014,665000.0,2.0,1.0,1.0,0.0,0.0,fair,6.0,0.0,1925.0,0.0,98119.0,47.6338,-122.358,1170.0,3600.0
6986064.0,08 July 2014,527700.0,5.0,2.5,1.0,0.0,0.0,good,10.0,1270.0,1968.0,0.0,98006.0,47.5707,-122.128,2820.0,9375.0
7812021.0,08 May 2015,205000.0,3.0,1.0,1.0,0.0,0.0,good,7.0,600.0,1962.0,0.0,98058.0,47.4563,-122.171,1610.0,8579.0
7825326.0,15 April 2015,420000.0,3.0,1.0,1.0,0.0,0.0,good,9.0,120.0,1923.0,0.0,98133.0,47.7144,-122.351,1560.0,7940.0
7278278.0,27 February 2015,500000.0,4.0,2.25,1.0,0.0,0.0,GOOD,7.0,650.0,1961.0,0.0,98006.0,47.5495,-122.174,2230.0,8824.0
7150167.0,03 December 2014,921500.0,4.0,2.5,2.0,0.0,0.0,GOOD,7.0,0.0,1994.0,0.0,98077.0,47.7421,-122.026,2840.0,87991.0
7809299.0,25 June 2014,890000.0,4.0,1.0,2.0,0.0,0.0,FAIR,7.0,180.0,1905.0,0.0,98109.0,47.6354,-122.353,2200.0,4000.0
7087789.0,06 August 2014,430000.0,2.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,2007.0,0.0,98027.0,47.5262,-121.943,1940.0,193842.0
6798811.0,30 October 2014,258000.0,5.0,2.0,1.0,0.0,0.0,good,7.0,1130.0,1960.0,0.0,98032.0,47.3887,-122.286,1360.0,18000.0
8033553.0,04 November 2014,511000.0,3.0,1.0,1.0,0.0,0.0,fair,6.0,450.0,1947.0,0.0,98103.0,47.6873,-122.336,1450.0,4599.0
7611833.0,20 August 2014,532170.0,3.0,2.0,2.0,0.0,0.0,fair,8.0,0.0,1990.0,0.0,98103.0,47.6838,-122.353,1500.0,3090.0
6757027.0,09 April 2015,560000.0,3.0,1.0,1.5,0.0,0.0,fair,7.0,0.0,1947.0,0.0,98107.0,47.655,-122.359,1420.0,5000.0
6778073.0,31 March 2015,282950.0,3.0,1.0,1.0,0.0,0.0,GOOD,7.0,0.0,1954.0,0.0,98003.0,47.3255,-122.304,1680.0,8633.0
8067815.0,01 April 2015,2250000.0,4.0,3.25,2.0,0.0,3.0,fair,8.0,1640.0,2006.0,0.0,98006.0,47.562,-122.162,3160.0,9750.0
,,,,,,0.0,0.0,fair,9.0,0.0,1942.0,0.0,98115.0,,,,5100.0
7115228.0,28 July 2014,215000.0,3.0,1.0,1.0,0.0,0.0,good,8.0,0.0,1967.0,0.0,98058.0,47.4479,-122.176,1190.0,7669.0
,20 November 2014,,5.0,3.5,,0.0,,fair,9.0,,,,,,,2640.0,
7906199.0,07 August 2014,320000.0,4.0,2.75,1.0,0.0,0.0,fair,8.0,1020.0,1967.0,0.0,98023.0,47.3135,-122.369,1980.0,7875.0
7881741.0,13 November 2014,247000.0,3.0,2.0,1.5,0.0,0.0,fair,8.0,0.0,1916.0,2013.0,98022.0,47.2086,-121.996,1160.0,7198.0
7517688.0,03 October 2014,320000.0,4.0,1.75,1.0,0.0,0.0,good,9.0,0.0,1968.0,0.0,98059.0,47.4715,-122.118,1730.0,11180.0
7710778.0,07 May 2014,255000.0,5.0,2.25,1.0,0.0,0.0,fair,7.0,1030.0,1962.0,0.0,98146.0,47.4877,-122.335,1010.0,11680.0
7340934.0,09 March 2015,438000.0,3.0,1.75,1.0,0.0,0.0,fair,7.0,0.0,1962.0,0.0,98034.0,47.7171,-122.193,1200.0,9660.0
7236938.0,04 March 2015,900000.0,3.0,2.5,2.0,0.0,0.0,fair,7.0,0.0,2000.0,0.0,98075.0,47.6012,-122.023,3400.0,12601.0
7962143.0,20 June 2014,441000.0,3.0,2.75,1.0,0.0,0.0,FAIR,7.0,750.0,1979.0,0.0,98034.0,47.7319,-122.224,1710.0,8152.0
7763403.0,12 August 2014,420000.0,3.0,2.0,1.0,0.0,0.0,good,8.0,1010.0,1975.0,0.0,98027.0,47.4582,-122.023,2110.0,36590.0
7298556.0,08 December 2014,370000.0,3.0,1.75,1.0,0.0,0.0,FAIR,7.0,400.0,1976.0,0.0,98034.0,47.7209,-122.168,1640.0,7500.0
7978144.0,19 February 2015,269950.0,2.0,1.75,1.0,0.0,0.0,EXCELLENT,10.0,640.0,1949.0,0.0,98198.0,47.408,-122.327,1830.0,9750.0
7724317.0,24 March 2015,807100.0,4.0,2.5,2.0,0.0,0.0,fair,8.0,0.0,1999.0,0.0,98006.0,47.565,-122.125,2920.0,4500.0
7511468.0,05 June 2014,653000.0,3.0,2.5,1.0,0.0,0.0,good,7.0,1070.0,1979.0,0.0,98034.0,47.7028,-122.231,2480.0,8750.0
7689538.0,11 June 2014,371500.0,3.0,2.0,1.0,0.0,0.0,excellent,9.0,0.0,1964.0,0.0,98133.0,47.7458,-122.331,1770.0,7288.0
7390948.0,16 March 2015,284000.0,3.0,1.75,1.0,0.0,0.0,fair,6.0,0.0,1954.0,0.0,98166.0,47.4776,-122.337,1070.0,7920.0
7137352.0,02 January 2015,272000.0,3.0,1.75,1.0,0.0,0.0,good,11.0,490.0,1978.0,0.0,98023.0,47.3026,-122.374,1930.0,7350.0
7521800.0,02 May 2014,313000.0,3.0,1.5,1.5,0.0,0.0,fair,7.0,0.0,1955.0,0.0,98133.0,47.7658,-122.339,1480.0,7940.0
,,917500.0,4.0,2.5,2.0,,0.0,,8.0,,,,,,,3740.0,
